name,published_at,abstract,publisher,company_publisher,creator,category,web_publisher,link_publisher
Penerapan Metode Machine Learning untuk Prediksi Nasabah Potensial menggunakan Algoritma Klasifikasi Naïve Bayes, 10 Aug 2021,"Customers are people who trust the management of their money in a bank or other financial service party to be used in banking business operations, thereby expecting a return in the form of money for their savings. To reach information to increase company profits, a method is needed to be able to provide knowledge in supporting the data that the company has. The model can be obtained by using predictive data processing of customer data that is categorized as potential or not potential. Data processing can be done using Machine Learning, namely classification techniques. This technique will produce a churn prediction model for determining the category of customers who fall into the Potential or Not Potential category and find out what accuracy value will be generated by applying the classification technique using the Naïve Bayes Algorithm. The parameters used in this study are Gender, Age, Marital Status, Dependent, Occupation, Region, Information. The data used are 150 data from customers who have participated in the savings program to find out whether the customer is in the Potential or Non-Potential category. The accuracy results generated using this data are 86.17% of the tools used by Rapidminner.",Faktor Exacta,Universitas Indraprasta PGRI,Devi Fitrianah,"<a class=""ui tag label grey mini"" href=""/area/index/50"">Civil Engineering, Building, Construction &amp; Architecture</a>",http://journal.lppmunindra.ac.id/index.php/Faktor_Exacta,https://garuda.kemdikbud.go.id/publisher/view/440
A Machine Learning Framework for Improving Classification Performance on Credit Approval, 30 Jun 2021,"Credit scoring is a model commonly used in the decision-making process to refuse or accept loan requests. The credit score model depends on the type of loan or credit and is complemented by various credit factors. At present, there is no accurate model for determining which creditors are eligible for loans. Therefore, an accurate and automatic model is needed to make it easier for banks to determine appropriate creditors. To address the problem, we propose a new approach using the combination of a machine learning algorithm (NaÃ¯ve Bayes), Information Gain (IG), and discretization in classifying creditors. This research work employed an experimental method using the Weka application. Australian Credit Approval data was used as a dataset, which contains 690 instances of data. In this study, Information Gain is employed as a feature selection to select relevant features so that the NaÃ¯ve Bayes algorithm can work optimally. The confusion matrix is used as an evaluator and 10-fold cross-validation as a validator. Based on experimental results, our proposed method could improve the classification performance, which reached the highest performance in average accuracy, precision, recall, and f-measure with the value of 86.29%, 86.33%, 86.29%, 86.30%, and 91.52%, respectively. Besides, the proposed method also obtains 91.52% of the ROC area. It indicates that our proposed method can be classified as an excellent classification.",IJID (International Journal on Informatics for Development),Universitas Islam Negeri Sunan Kalijaga Yogyakarta,"Prastyo, Pulung Hendro","<a class=""ui tag label grey mini"" href=""/area/index/60"">Computer Science &amp; IT</a>",http://ejournal.uin-suka.ac.id/saintek/ijid,https://garuda.kemdikbud.go.id/publisher/view/147
Klasifikasi Alat Musik Tradisional dengan Metode Machine Learning dengan Librosa dan Tensorflow pada Python, 30 Sep 2021,"The development of artificial intelligence technology AI (Artificial Intelligence) has been widely applied in various fields of daily life. AI (Artificial Intelligence) is divided into several branches, one of which is Machine Learning. Machine Learning is developed based on statistics, mathematics and data mining so that machines can learn by analyzing data without needing to be reprogrammed. With the development of the music world, not many people and the current generation know about traditional music from their respective regions. Traditional musical instruments produce sound art that has its own characteristics and uniqueness which is passed down from generation to generation. Therefore, to simplify the process of recognizing each musical instrument, a system was created that can classify traditional musical instruments using machine learning. The methods used in this research are librosa and tensorflow, where tensorflow is used for numerical computing and large-scale machine learning projects that have the best performance in classifying. In this study using Python 3.6 as a programming language and using PyCharm as a Integrated Development Environment (IDE). From the results, the system accuracy as expected after being tested several times, namely 91%.",J-SAKTI (Jurnal Sains Komputer dan Informatika),STIKOM Tunas  Pematang Siantar,Puja Anggeli,"<a class=""ui tag label grey mini"" href=""/area/index/60"">Computer Science &amp; IT</a>",http://tunasbangsa.ac.id/ejurnal/index.php/jsakti,https://garuda.kemdikbud.go.id/publisher/view/1112
Student Perceptions Analysis of Online Learning: A Machine Learning Approach, 18 Aug 2021,"The covid-19 pandemic is currently occurring affects almost all aspects of life, including education. School From Home (SFH) is one of the ways to prevent the spread of Covid-19. The face-to-face learning method in class turns into online learning using information technology facilities. Even though there are many barriers to implementing classes online, online learning provides a new perspective for students' learning process. One of the factors for the online learning process's success is the interaction between the two main actors in the learning process, i.e., lecturers and students. The study's purpose was to analyze students' perceptions of the online learning process. The research data were obtained from a student questionnaire, which included five main criteria in the learning process: 1) self-management aspects, 2) personal efforts, 3) technology utilization, 4) perceptions of self-roles, and 5) perceptions of the role of the lecturer. Students provide an assessment through a questionnaire about the online learning methods they experience during the Covid-19 pandemic. The random forest algorithm was applied to examine data. The study results were focused on three main criteria (variable importance) that affect students' perceptions of the online learning process. The results described that the students' satisfaction in online learning is influenced by 1) The relationship between students and lecturers. 2) The learning materials need to be changed and adapted to the online learning method; 3) The use of technology to access online learning. The study contributes to improving the online learning method for the student.",Indonesian Journal of Information System,Universitas Atma Jaya Yogyakarta,"Suparwito, Hari","<a class=""ui tag label grey mini"" href=""/area/index/60"">Computer Science &amp; IT</a>",https://ojs.uajy.ac.id/index.php/IJIS,https://garuda.kemdikbud.go.id/publisher/view/163
HOW MACHINE LEARNING METHOD PERFORMANCE FOR IMBALANCED DATA : Case Study: Classification of Working Status of Banten Province, 13 Jul 2021,"This study will examine the application of several classification methods to machine learning models by taking into account the case of imbalanced data. The research was conducted on a case study of classification modeling for working status in Banten Province in 2020. The data used comes from the National Labor Force Survey, Statistics Indonesia. The machine learning methods used are Classification and Regression Tree (CART), Naïve Bayes, Random Forest, Rotation Forest, Support Vector Machine (SVM), Neural Network Analysis, One Rule (OneR), and Boosting. Classification modeling using resample techniques in cases of imbalanced data and large data sets is proven to improve classification accuracy, especially for minority classes, which can be seen from the sensitivity and specificity values that are more balanced than the original data (without treatment). Furthermore, the eight classification models tested shows that the Boost model provides the best performance based on the highest sensitivity, specificity, G-mean, and kappa coefficient values. The most important/most influential variables in the classification of working status are marital status, education, and age.",TEKNOKOM : Jurnal Teknologi dan Rekayasa Sistem Komputer,Universitas Wiralodra,"Sihombing, Pardomuan Robinson","<a class=""ui tag label grey mini"" href=""/area/index/60"">Computer Science &amp; IT</a>",https://teknokom.unwir.ac.id/index.php/teknokom,https://garuda.kemdikbud.go.id/publisher/view/732
Mendeteksi Penyakit Jantung Menggunakan Machine Learning Dengan Algoritma Logistic Regression, 26 Jul 2021,"Penyakit Jantung atau disebut juga penyakit kardiovaskular merupakan salah salah satu penyakit berbahaya yang dapat menyebabkan kematian. Seiring berkembangnya teknologi dan peningkatan popularitas teknologiÂ machine learning,Â teknologiÂ machine learningÂ tersebut dapat digunakan untuk membantu mendeteksi penyakit jantung dengan menggunakan data pasien. Terdapat berbagai jenis metode yang dapat digunakan untuk mendiagnosa apakah seseorang terkena penyakit jantung atau tidak. Penelitian ini mengimplementasikan penggunaan algoritma yaituÂ logistic regression,Â dimana algoritma tersebut memakai fungsi logistik untuk menghasilkanÂ binaryÂ atau nol dan satu sebagai penentuan klasifikasi. Setelah eksperimen dilakukan dengan algoritma logistik regresi memberikan hasil yang memiliki keunggulan yang berbeda beda terhadap metode lainnya berdasarkan model analisaÂ confusius matrix.",Journal Information System Development (ISD),Universitas Pelita Harapan,"Pangaribuan, Jefri Junifer","<a class=""ui tag label grey mini"" href=""/area/index/60"">Computer Science &amp; IT</a>",https://ejournal.medan.uph.edu/index.php/isd,https://garuda.kemdikbud.go.id/publisher/view/388
Forecasting Currency in East Java: Classical Time Series vs. Machine Learning, 30 Jun 2021,"Most research about the inflow and outflow currency in Indonesia showed that these data contained both linear and nonlinear patterns with calendar variation effect. The goal of this research is to propose a hybrid model by combining ARIMAX and Deep Neural Network (DNN), known as hybrid ARIMAX-DNN, for improving the forecast accuracy in the currency prediction in East Java, Indonesia. ARIMAX is class of classical time series models that could accurately handle linear pattern and calendar variation effect. Whereas, DNN is known as a machine learning method that powerful to tackle a nonlinear pattern. Data about 32 denominations of inflow and outflow currency in East Java are used as case studies. The best model was selected based on the smallest value of RMSE and sMAPE at the testing dataset. The results showed that the hybrid ARIMAX-DNN model improved the forecast accuracy and outperformed the individual models, both ARIMAX and DNN, at 26 denominations of inflow and outflow currency. Hence, it can be concluded that hybrid classical time series and machine learning methods tend to yield more accurate forecasts than individual models, both classical time series and machine learning methods.",Indonesian Journal of Statistics and Its Applications,Institut Pertanian Bogor,J A Putri,"<a class=""ui tag label grey mini"" href=""/area/index/60"">Computer Science &amp; IT</a>",http://journal.stats.id/index.php/ijsa,https://garuda.kemdikbud.go.id/publisher/view/9
Nowcasting Indonesia’s GDP Growth Using Machine Learning Algorithms, 30 Jun 2021,"GDP is very important to be monitored in real time because of its usefulness for policy making. We built and compared the ML models to forecast real-time Indonesia's GDP growth. We used 18 variables that consist a number of quarterly macroeconomic and financial market statistics. We have evaluated the performance of six popular ML algorithms, such as Random Forest, LASSO, Ridge, Elastic Net, Neural Networks, and Support Vector Machines, in doing real-time forecast on GDP growth from 2013:Q3 to 2019:Q4 period. We used the RMSE, MAD, and Pearson correlation coefficient as measurements of forecast accuracy. The results showed that the performance of all these models outperformed AR (1) benchmark. The individual model that showed the best performance is random forest. To gain more accurate forecast result, we run forecast combination using equal weighting and lasso regression. The best model was obtained from forecast combination using lasso regression with selected ML models, which are Random Forest, Ridge, Support Vector Machine, and Neural Network.",Indonesian Journal of Statistics and Its Applications,Institut Pertanian Bogor,Nadya Dwi Muchisha,"<a class=""ui tag label grey mini"" href=""/area/index/60"">Computer Science &amp; IT</a>",http://journal.stats.id/index.php/ijsa,https://garuda.kemdikbud.go.id/publisher/view/9
Learning Machine System (LMS) SPADA untuk adaptasi pengajaran online, 26 Jun 2021,"Tujuan penelitian ini untuk menggambarkan dan menguraikan sistem pengajaran online berbasis Learning Machine System (LMS) SPADA Universitas Veteran Bangun Nusantara Sukoharjo. Metode penelitian melalui pendekatan deskriptif kualitatif. Teknik penarikan sampel menerapkan teknik purposive sampling. Sampel penelitian terfokus pada Fakultas Keguruan dan Ilmu Pendidikan (FKIP) Universitas Veteran Bangun Nusantara Sukoharjo. Teknik pengumpulan data dilakukan melalui analisis dokumen, observasi, dan kuesioner. Teknik analisis data melalui tahapan reduksi data, penyajian data, dan menyimpulkan data. Adapun Teknik keabsahan data dilakukan melalui triangulasi sumber data. Hasil penelitian menunjukkan bahwa; 1) interaksi komunikasi antara dosen dan mahasiswa dalam sistem pengajaran online melalui LMS SPADA perlu dioptimalkan; 2) bahan ajar yang digunakan dalam sistem pengajaran perlu disiapkan dengan seksama; 3) media pengajaran yang banyak digunakan oleh dosen melalui powerpoint, aplikasi obs, dan melalui whatsapp group; 4)  kendala sistem pengajaran online dialami oleh dosen terkait penguasaan teknologi terbarukan, sedangkan bagi mahasiswa terkendala sinyal  internet, kuota internet, dan kurang disiplin dalam mengerjakan tugas; 5) sistem penilaian dalam pengajaran online masih terabaikan. Berdasarkan hasil penelitian dapat disimpulkan bahwa dosen harus membangun interaksi komunikasi yang baik dengan mahasiswanya, salah satunya memberikan informasi terkait system pengajaran. Bahan ajar dan media pengajaran yang akan diterapkan dalam sistem online hendaknya juga memperhatikan faktor ketertarikan bagi mahasiswa, disusun yang kreatif, menantang, dan terpola pada suatu aktivitas. Penilaian pada sistem pengajaran online dapat dilakukan melalui penilaian teman sejawat dengan menerapkan teknik portofolio. Selain itu, untuk mengatasi kendala yang dihadapi oleh dosen dan mahasiswa perlu dilakukan diskusi online secara periodik dan terarah.","Linguista: Jurnal Ilmiah Bahasa, Sastra, dan Pembelajarannya",Universitas PGRI Madiun,Muhlis Fajar Wicaksana,"<a class=""ui tag label grey mini"" href=""/area/index/135"">Languange, Linguistic, Communication &amp; Media</a>",http://e-journal.unipma.ac.id/index.php/linguista,https://garuda.kemdikbud.go.id/publisher/view/817
"MACHINE LEARNING APPLIED TO SENTINEL-2 AND LANDSAT-8 MULTISPECTRAL AND MEDIUM-RESOLUTION SATELLITE IMAGERY FOR THE DETECTION OF RICE PRODUCTION AREAS IN NGANJUK, EAST JAVA, INDONESIA", 07 Sep 2021,"Statistics Indonesia (BPS) has been introducing the use of Area Sampling Frame (ASF) surveys from 2018 to estimate rice production areas, although the process continues to suffer from the high costs of human and other resources. To support this type of conventional field survey, a more scalable and inexpensive approach using publicly-available remote sensing data, for example from the Sentinel-2 and Landsat-8 satellites, has been explored. In this research, we compare the performance gain from Sentinel-2 and Landsat-8 images using a multiple composite-index enriched machine learning classifier to detect rice production areas located in Nganjuk, East Java, Indonesia as a case study area. We build a detection model from a set of machine learning classifiers, Decision Tree (CART), Support Vector Machine, Logistic Regression, Ensemble Bagging Methods (Random Forest and Extra Trees), and Ensemble Boosting Methods (AdaBoost and XGBoost). The composite indices consist of the NDVI and EVI for agricultural and forest areas, NDWI for water and cloud, and NDBI, NDTI, and BSI for built-up areas, fallows, and asphalt-based roads. Validated by k-fold cross-validation, Sentinel-2 and Landsat-8 achieved F1-scores of 0.930 and 0.919 respectively at the scale of 30 meters per pixel. Using a 10 meter resolution per pixel for the Sentinel-2 imagery showed an increased F1-score of up to 0.971. Our evaluation shows that the higher spatial resolution imagery of Sentinel-2 achieves a better prediction, not only performance-wise, but also as a better representation of actual conditions.",International Journal of Remote Sensing and Earth Sciences (IJReSES),Lembaga Penerbangan dan Antariksa Nasional,"Devara, Terry","<a class=""ui tag label grey mini"" href=""/area/index/90"">Earth &amp; Planetary Sciences</a>",http://jurnal.lapan.go.id/index.php/ijreses,https://garuda.kemdikbud.go.id/publisher/view/241
Model Machine Learning untuk Klasifikasi Keluarga Sejahtera Study Kasus : Kecamatan Kota Palembang, 17 Aug 2021,"Pemerintah Indonesia telah berkomitmen untuk memperkuat program keluarga berencana terintegrasi melalui 4 (empat) pendekatan pilar program, yaitu Program Keluarga Berencana (KB), Keluarga Sejahtera (KS), Kesehatan Reproduksi (KR) dan Pemberdayaan Keluarga (PK) bagi seluruh penduduk Indonesia.. Pada artikel ini penulis membahas pilar Keluarga Sejahtera dan telah mengumpulkan data penduduk di Kota Palembang yang terdaftar sebagai Keluarga Sejahtera. Menggunakan metode Data mining atau data science yang terdiri dari kombinasi statistic, matematika dan kecerdasan buatan dengan k-NN dan Naïve bayes sebagai algorthim untuk mengolah data. Data fokus pada rentang tahun 2015 hingga 2020 dengan 10.187 record, penulis menggunakan Rapidminer sebagai alat untuk menganalisis data dari tahap preprocessing, data pelatihan dan mengklasifikasikan variabel menggunakan k-NN dan Naïve bayes untuk membuat model dan menentukan kriteria yang akan membantu BKKBN dalam menentukan keluarga sejahtera guna mempermudah penyuluh lapangan KB dalam melaksanakan konseling KB. . Dari hasil analisis data didapatkan bahwa penggunaan naïve bayes 93,99% lebih akurat dibandingkan k-NN dengan akurasi 87,28%. Berdasarkan hasil tersebut, dapat disimpulkan bahwa klasifikasi keluarga sejahtera telah mencapai tujuan visi Pemerintah.",Jurnal Tekno Kompak,Universitas Teknokrat Indonesia ,Ilsa Palingga Ninditama,"<a class=""ui tag label grey mini"" href=""/area/index/60"">Computer Science &amp; IT</a>",https://ejurnal.teknokrat.ac.id/index.php/teknokompak,https://garuda.kemdikbud.go.id/publisher/view/967
Machine Learning Rekomendasi Produk dalam Penjualan Menggunakan Metode Item-Based Collaborative Filtering, 31 Dec 2021,"The shift towards Industry 4.0 has pushed many companies to adopt a digital system. With the sheer amount of data available today, companies start to face difficulties with providing product recommendation to their customers. As a result, data analysis has become increasingly important in the pursuit of providing the best service (user experience) to customers. The location appointed in this research is PT. Sentral Tukang Indonesia which is engaged in the sale of building materials and carpentry tools such as: paint, plywood, aluminum, ceramics, and hpl. Machine Learning has emerged as a possible solution in the field of data analysis. The recommendation system emerged as a solution in providing product recommendation based on interactions between customers in historical sales data. The purpose of this study is to assist companies in providing product recommendation to increase sales, to make it easier for customers to find the products they need, providing the best service (user experience) to customers. The data used is customer, item, and historical sales at PT. Sentral Tukang Indonesia over a time span of 1 period.data historical sales divide to dataset training 80% and dataset testing 20%. The Item-based Collaborative Filtering method used in this study uses Cosine Similarity algorithm to calculate the level of similarity between products. Score prediction uses Weighted Sum formula while computation of error rate uses the Root Mean Squared Error formula. The result of this study shows top 10 product recommendations per customer. The products displayed are products with the highest score from the individual customer. This research can be used as a reference by companies looking to provide product recommendations needed by their customers.",Jurnal Informasi dan Teknologi,Universitas Putra Indonesia YPTK Padang,Daniel Theodorus,"<a class=""ui tag label grey mini"" href=""/area/index/60"">Computer Science &amp; IT</a>",http://jidt.org/index.php/jidt,https://garuda.kemdikbud.go.id/publisher/view/932
Optimized machine learning algorithm for intrusion detection, 01 Oct 2021,"Intrusion detection is mainly achieved by using optimization algorithms. The need for optimization algorithms for intrusion detection is necessitated by the increasing number of features in audit data, as well as the performance failure of the human-based smart intrusion detection system (IDS) in terms of their prolonged training time and classification accuracy. This article presents an improved intrusion detection technique for binary classification. The proposal is a combination of different optimizers, including Rao optimization algorithm, extreme learning machine (ELM), support vector machine (SVM), and logistic regression (LR) (for feature selection & weighting), as well as a hybrid Rao-SVM algorithm with supervised machine learning (ML) techniques for feature subset selection (FSS). The process of selecting the least number of features without sacrificing the FSS accuracy was considered a multi-objective optimization problem. The algorithm-specific, parameter-less concept of the proposed Rao-SVM was also explored in this study. The KDDCup 99 and CICIDS 2017 were used as the intrusion dataset for the experiments, where significant improvements were noted with the new Rao-SVM compared to the other algorithms. Rao-SVM presented better results than many existing works by reaching 100% accuracy for KDDCup 99 dataset and 97% for CICIDS dataset.",Indonesian Journal of Electrical Engineering and Computer Science,Institute of Advanced Engineering and Science,Royida A. Ibrahem Alhayali,,http://ijeecs.iaescore.com/index.php/IJEECS,https://garuda.kemdikbud.go.id/publisher/view/6
Machine learning deployment for arms dynamics pattern recognition in Southeast Asia region, 01 Sep 2021,"Finding the most significant determinant variable of arms dynamic is highly required due to strategic policies formulations and power mapping for academics and policy makers. Machine learning is still new or underdiscussed among the study of politics and international relations. Existing literature have much focus on using advanced quantitative methods by applying various types of regression analysis. This study analyzed the arms dynamic in Southeast Asia countries along with its some strategic partners such as United States, China, Russia, South Korea, and Japan by using ‘Decision Tree’ of machine learning algorithm. This study conducted a machine learning analysis on 55 variable items which is classified into 8 classes of variables videlicet defense budget, arms trade exports, arms trade imports, political posture, economic posture, security posture and defense priority, national capability, and direct contact,. The results suggest three findings: (1) state who perceives maritime as strategic drivers and forces will seek more power for its maritime defense posture which is translated to defense budget, (2) big size countries tend to be an arms exporter country, and (3) state’s energy dependence often leads to a higher volume of arms transfers between countries.",Indonesian Journal of Electrical Engineering and Computer Science,Institute of Advanced Engineering and Science,Zul Indra,,http://ijeecs.iaescore.com/index.php/IJEECS,https://garuda.kemdikbud.go.id/publisher/view/6
An integrated machine learning model for indoor network optimization to maximize coverage, 01 Oct 2021,"Indoor network optimization is not a simple task due to the obstacles, interference, and attenuation of the signal in an environment. Intense noises can affect the intelligibility of the signal and reduce the coverage strength significantly which results in a poor user experience. Most of the existing works are associated with finding the location of the devices via different mathematical and generic algorithmic approaches, but very few are focused on implying machine learning algorithms. The purpose of this research is to introduce an integrated machine learning model to find maximum indoor coverage with a minimum number of transmitters. The users in the indoor environment also have been allocated based on the most reliable signal strength and the system is also capable of allocating new users. K-means clustering, K-nearest neighbor (KNN), support vector machine (SVM), and Gaussian Naïve Bayes (GNB) have been used to provide an optimized solution. It is found that KNN, SVM, and GNB obtained maximum accuracy of 100% in some cases. However, among all the algorithms, KNN performed the best and provided an average accuracy of 93.33%. K-fold cross-validation (Kf-CV) technique has been added to validate the experimental simulations and re-evaluate the outcomes of the machine learning models.",Indonesian Journal of Electrical Engineering and Computer Science,Institute of Advanced Engineering and Science,Ahmed Wasif Reza,,http://ijeecs.iaescore.com/index.php/IJEECS,https://garuda.kemdikbud.go.id/publisher/view/6
Machine learning for decoding linear block codes: case of multi-class logistic regression model, 01 Oct 2021,"Facing the challenge of enormous data sets variety, several machine learning-based algorithms for prediction (e.g, Support vector machine, multi layer perceptron and logistic regression) have been highly proposed and used over the last years in many fields. Error correcting codes (ECCs) are extensively used in practice to protect data against damaged data storage systems and against random errors due to noise effects. In this paper, we will use machine learning methods, especially multi-class logistic regression combined with the famous syndrome decoding algorithm. The main idea behind our decoding method which we call logistic regression decoder (LRDec) is to use the efficient multi-class logistic regression models to find errors from syndromes in linear codes such as bose, ray-chaudhuri and hocquenghem (BCH), and the quadratic residue (QR). Obtained results of the proposed decoder have a significant benefit in terms of bit error rate (BER) for random binary codes. The comparison of our decoder with many competitors proves its power. The proposed decoder has reached a success percentage of 100% for correctable errors in the studied codes.",Indonesian Journal of Electrical Engineering and Computer Science,Institute of Advanced Engineering and Science,Chemseddine Idrissi Imrane,,http://ijeecs.iaescore.com/index.php/IJEECS,https://garuda.kemdikbud.go.id/publisher/view/6
Machine learning based outlier detection for medical data, 01 Oct 2021,"The concept of machine learning generate best results in health care data, it also reduce the work load of health care industry. This algorithm potentially overcome the issues and find out the novel knowledge for development of medical date in health care industry. In this paper propose a new algorithm for finding the outliers using different datasets. Considering that medical data are analytic of mutually health problems and an activity. The proposed algorithm is working based on supervised and unsupervised learning. This algorithm detects the outliers in medical data. The effectiveness of local and global data factor for outlier detection for medical data in real time. Whatever, the model used in this scenario from their training and testing of medical data. The cleaning process based on the complete attributes of dataset of similarity operations. Experiments are conducted in built in various medical datasets. The statistical outcome describe that the machine learning based outlier finding algorithm given that best accurateness.",Indonesian Journal of Electrical Engineering and Computer Science,Institute of Advanced Engineering and Science,R. Vijaya Kumar Reddy,,http://ijeecs.iaescore.com/index.php/IJEECS,https://garuda.kemdikbud.go.id/publisher/view/6
A fuzzy-based prediction approach for blood delivery using machine learning and genetic algorithm, 01 Feb 2022,"Multiple diseases require a blood transfusion on daily basis. The process of a blood transfusion is successful when the type and amount of blood is available and when the blood is transported at the right time from the blood bank to the operating room. Blood distribution has a large portion of the cost in hospital logistics. The blood bank can serve various hospitals; however, amount of blood is limited due to donor shortage. The transportation must handle several requirements such as timely delivery, vibration avoidance, temperature maintenance, to keep the blood usable. In this paper, we discuss in first section the issues with blood delivery and constraint. The second section present routing and scheduling system based on artificial intelligence to deliver blood from the blood-banks to hospitals based on single blood bank and multiple blood banks with respect of the vehicle capacity used to deliver the blood and creating the shortest path. The third section consist on solution for predicting the blood needs for each hospital based on transfusion history using machine learning and fuzzy logic. The last section we compare the results of well-known solution with our solution in several cases such as shortage and sudden changes.",International Journal of Electrical and Computer Engineering,Institute of Advanced Engineering and Science,Marouane El Midaoui,"<a class=""ui tag label grey mini"" href=""/area/index/60"">Computer Science &amp; IT</a>",http://ijece.iaescore.com/index.php/IJECE,https://garuda.kemdikbud.go.id/publisher/view/6
Sentiment analysis on film review in Gujarati language using machine learning, 01 Feb 2022,"Opinion analysis is by a long shot most basic zone of characteristic language handling. It manages the portrayal of information to choose the motivation behind the wellspring of the content. The reason might be of a type of gratefulness (positive) or study (negative). This paper offers a correlation between the outcomes accomplished by applying the calculation arrangement using various classifiers for instance K-nearest neighbor and multinomial naive Bayes. These techniques are utilized to assess a significant assessment with either a positive remark or negative remark. The gathered information considered on the grounds of the extremity film datasets and an association with the results accessible proof has been created for a careful assessment. This paper investigates the word level count vectorizer and term frequency inverse document frequency (TF-IDF) influence on film sentiment analysis. We concluded that multinomial Naive Bayes (MNB) classier generate more accurate result using TF-IDF vectorizer compared to CountVectorizer, K-nearest-neighbors (KNN) classifier has the same accuracy result in case of TF-IDF and CountVectorizer.",International Journal of Electrical and Computer Engineering,Institute of Advanced Engineering and Science,Parita Shah,"<a class=""ui tag label grey mini"" href=""/area/index/60"">Computer Science &amp; IT</a>",http://ijece.iaescore.com/index.php/IJECE,https://garuda.kemdikbud.go.id/publisher/view/6
Pemetaan Perubahan Penutup Lahan Di Sub-DAS Kreo Menggunakan Machine Learning Pada Google Earth Engine, 24 Aug 2021,"ABSTRAKInformasi penutup lahan merupakan data yang sangat penting dalam pengelolaan Daerah Aliran Sungai (DAS). Tantangan dalam penyediaan informasi penutup lahan di DAS Kreo adalah tutupan awan dan cangkupan areanya yang cukup luas. Hadirnya platform pengolahan data spasial berbasis cloud yaitu Google Earth Engine (GEE) bisa menjawab tantangan tersebut. Oleh karena itu penelitian ini bertujuan untuk memetakan penutup lahan di DAS Kreo menggunakan klasifikasi berbasis machine learning pada GEE. Proses pemetaan penutup lahan di DAS Kreo menggunakan citra satelit Landsat 8 dan DEM SRTM. Input data yang digunakan antara lain band 1 sampai 7 pada citra Landsat 8, transformasi NDVI dan NDBI serta nilai elevasi dari DEM SRTM. Adapun tahun yang dipilih adalah tahun 2015 dan 2020 dengan machine learning yang diujikan meliputi CART, Random forest dan Voting SVM. Hasil penelitian ini menunjukkan bahwa machine learning yang terbaik dalam memetakan penutup lahan di DAS Kreo adalah Random forest. Penelitian ini masih terdapat banyak keterbatasan terutama kelas penutup lahan yang dipetakan.Kata kunci: Google Earth Engine, klasifikasi multispektral, machine learning, penutup lahanABSTRACTLand cover information is very important data in watershed management. The challenge in providing land cover information in the Kreo watershed is cloud cover and its wide area coverage. The presence of a cloud-based spatial data processing platform, namely Google Earth Engine (GEE) can answer these challenges. Therefore, this study aims to map land cover in the Kreo watershed using machine learning based classification on GEE. The land cover mapping process in the Kreo watershed uses Landsat 8 satellite imagery and DEM SRTM. The input data used include bands 1 to 7 on Landsat 8 imagery, NDVI and NDBI transformations as well as elevation values from DEM SRTM. The selected years are 2015 and 2020 with machine learning being tested including CART, Random forest and SVM Voting. The results of this study indicate that the best machine learning in mapping land cover in the Kreo watershed is Random forest. There are still many limitations in this research, especially the land cover class being mapped.Keywords: Google Earth Engine, multispectral classification, machine learning, land cover",Jurnal Sumberdaya Alam dan Lingkungan,Universitas Brawijaya,Trida Ridho Fariz,"<a class=""ui tag label grey mini"" href=""/area/index/20"">Agriculture, Biological Sciences &amp; Forestry</a>",https://jsal.ub.ac.id/index.php/jsal,https://garuda.kemdikbud.go.id/publisher/view/28
Classifying lymphoma and tuberculosis case reports using machine learning algorithms, 01 Oct 2021,"Available literature reports several lymphoma cases misdiagnosed as tuberculosis, especially in countries with a heavy TB burden. This frequent misdiagnosis is due to the fact that the two diseases can present with similar symptoms. The present study therefore aims to analyse and explore TB as well as lymphoma case reports using Natural Language Processing tools and evaluate the use of machine learning to differentiate between the two diseases. As a starting point in the study, case reports were collected for each disease using web scraping. Natural language processing tools and text clustering were then used to explore the created dataset. Finally, six machine learning algorithms were trained and tested on the collected data, which contained 765 lymphoma and 546 tuberculosis case reports. Each method was evaluated using various performance metrics. The results indicated that the multi-layer perceptron model achieved the best accuracy (93.1%), recall (91.9%) and precision score (93.7%), thus outperforming other algorithms in terms of correctly classifying the different case reports.",Bulletin of Electrical Engineering and Informatics,Universitas Ahmad Dahlan,Moanda Diana Pholo,"<a class=""ui tag label grey mini"" href=""/area/index/100"">Electrical &amp; Electronics Engineering</a>",http://beei.org/index.php/EEI,https://garuda.kemdikbud.go.id/publisher/view/8
